timestamp,open,high,low,close,volume
2024-01-04 12:00:00+00:00,43272.9,43456.0,42980.1,43331.8,0.069
2024-01-04 13:00:00+00:00,43348.9,43567.0,43285.2,43489.3,5.244
2024-01-04 14:00:00+00:00,43489.3,43675.8,43391.7,43640.3,4.677
2024-01-04 15:00:00+00:00,43640.3,44287.2,43503.7,44143.1,29.833
2024-01-04 16:00:00+00:00,44143.1,44198.3,43946.4,44053.1,16.757
2024-01-04 17:00:00+00:00,43999.3,44408.7,43942.8,44099.3,29.572
2024-01-04 18:00:00+00:00,44099.5,44162.2,43997.3,44162.2,7.386
2024-01-04 19:00:00+00:00,44122.6,44438.3,44051.3,44073.5,29.344
2024-01-04 20:00:00+00:00,44099.9,44618.9,43941.5,44232.5,77.247
2024-01-04 21:00:00+00:00,44232.6,44518.4,44232.5,44451.8,42.629
2024-01-04 22:00:00+00:00,44451.8,44756.7,44262.8,44365.1,103.065
2024-01-04 23:00:00+00:00,44373.3,44373.3,44152.3,44171.9,32.796
2024-01-05 00:00:00+00:00,44206.0,44262.6,44059.5,44234.8,63.355
2024-01-05 01:00:00+00:00,44234.8,44279.8,43006.4,43414.4,243.656
2024-01-05 02:00:00+00:00,43383.6,43909.5,43358.2,43560.0,240.263
2024-01-05 03:00:00+00:00,43564.3,43762.8,43473.5,43506.2,50.514
2024-01-05 04:00:00+00:00,43502.9,43623.6,43306.5,43601.9,84.193
2024-01-05 05:00:00+00:00,43573.6,43710.3,43564.8,43662.1,60.652
2024-01-05 06:00:00+00:00,43662.9,43909.5,43630.5,43868.5,86.222
2024-01-05 07:00:00+00:00,43867.9,43922.9,43771.9,43802.1,71.261
2024-01-05 08:00:00+00:00,43817.9,43946.3,43811.1,43933.7,69.465
2024-01-05 09:00:00+00:00,43934.4,44360.4,43934.4,44156.1,167.432
2024-01-05 10:00:00+00:00,44164.7,44169.2,43591.6,43635.5,144.587
2024-01-05 11:00:00+00:00,43640.9,43913.0,43617.1,43778.6,169.56
2024-01-05 12:00:00+00:00,43778.7,44118.4,43656.2,43892.8,188.159
2024-01-05 13:00:00+00:00,43896.0,44091.0,43748.0,44009.0,144.53
2024-01-05 14:00:00+00:00,43994.4,44068.8,43177.5,43480.4,297.776
2024-01-05 15:00:00+00:00,43503.7,43812.3,43375.1,43478.1,224.887
2024-01-05 16:00:00+00:00,43478.1,43603.0,43228.5,43228.5,166.026
2024-01-05 17:00:00+00:00,43228.5,43632.1,43125.1,43610.4,194.234
2024-01-05 18:00:00+00:00,43610.4,43680.5,43424.0,43609.2,85.487
2024-01-05 19:00:00+00:00,43620.2,43789.6,43534.1,43601.6,89.564
2024-01-05 20:00:00+00:00,43621.5,44260.4,43602.1,43962.9,220.72
2024-01-05 21:00:00+00:00,43966.7,43983.4,43606.7,43943.0,128.673
2024-01-05 22:00:00+00:00,43943.0,44051.9,43786.0,43966.7,65.167
2024-01-05 23:00:00+00:00,43979.4,44314.5,43979.4,44151.4,176.034
2024-01-06 00:00:00+00:00,44158.3,44222.3,43993.6,44097.1,63.782
2024-01-06 01:00:00+00:00,44079.5,44106.1,43938.5,43981.3,43.529
2024-01-06 02:00:00+00:00,43984.3,44023.5,43839.2,43927.9,28.231
2024-01-06 03:00:00+00:00,43921.6,44032.2,43839.2,43962.7,13.72
2024-01-06 04:00:00+00:00,43946.7,43990.1,43852.9,43865.8,7.986
2024-01-06 05:00:00+00:00,43874.3,43891.5,43609.1,43721.1,37.29
2024-01-06 06:00:00+00:00,43721.1,43721.1,43450.4,43487.0,28.709
2024-01-06 07:00:00+00:00,43479.1,43688.4,43417.8,43679.3,19.492
2024-01-06 08:00:00+00:00,43679.2,43747.4,43573.8,43709.2,8.086
2024-01-06 09:00:00+00:00,43715.0,43777.2,43650.1,43653.1,7.966
2024-01-06 10:00:00+00:00,43662.0,43771.1,43596.0,43700.2,21.502
2024-01-06 11:00:00+00:00,43700.1,43710.0,43629.3,43673.9,6.306
2024-01-06 12:00:00+00:00,43673.8,43750.3,43547.2,43616.8,16.063
2024-01-06 13:00:00+00:00,43614.7,43741.5,43555.6,43711.4,13.952
2024-01-06 14:00:00+00:00,43706.3,43911.6,43706.3,43823.4,21.059
2024-01-06 15:00:00+00:00,43830.2,43901.2,43802.1,43867.5,16.74
2024-01-06 16:00:00+00:00,43873.1,43972.3,43833.0,43890.7,19.08
2024-01-06 17:00:00+00:00,43874.6,44001.9,43848.1,43981.3,10.914
2024-01-06 18:00:00+00:00,43972.5,44142.0,43892.2,44007.8,26.713
2024-01-06 19:00:00+00:00,44007.9,44025.8,43842.2,43917.6,20.646
2024-01-06 20:00:00+00:00,43911.5,43972.3,43663.6,43831.7,31.949
2024-01-06 21:00:00+00:00,43839.0,43936.7,43746.4,43892.5,23.787
2024-01-06 22:00:00+00:00,43892.5,43934.7,43759.9,43883.0,15.342
2024-01-06 23:00:00+00:00,43881.9,43989.2,43741.7,43976.9,22.147
2024-01-07 00:00:00+00:00,43972.4,44249.2,43935.6,44138.9,48.042
2024-01-07 01:00:00+00:00,44139.0,44171.3,43972.5,43980.8,34.252
2024-01-07 02:00:00+00:00,43972.5,44097.1,43852.9,43935.3,34.58
2024-01-07 03:00:00+00:00,43935.3,44039.2,43910.5,43945.4,16.189
2024-01-07 04:00:00+00:00,43946.3,44039.7,43892.5,44001.3,13.29
2024-01-07 05:00:00+00:00,44008.0,44069.1,43856.1,43892.3,20.412
2024-01-07 06:00:00+00:00,43892.4,44088.2,43865.8,44027.6,26.302
2024-01-07 07:00:00+00:00,44027.5,44102.0,43993.0,44079.4,9.521
2024-01-07 08:00:00+00:00,44084.0,44168.7,44012.1,44017.0,23.254
2024-01-07 09:00:00+00:00,44025.0,44070.3,43887.7,43939.3,16.691
2024-01-07 10:00:00+00:00,43939.2,43997.3,43910.3,43964.2,11.913
2024-01-07 11:00:00+00:00,43972.4,44115.0,43959.8,44060.6,29.397
2024-01-07 12:00:00+00:00,44065.0,44141.8,43981.4,44088.4,21.47
2024-01-07 13:00:00+00:00,44096.1,44444.0,44088.3,44403.1,86.333
2024-01-07 14:00:00+00:00,44409.3,44482.6,44287.0,44407.8,39.83
2024-01-07 15:00:00+00:00,44410.5,44439.3,43962.3,44045.3,69.394
2024-01-07 16:00:00+00:00,44045.3,44180.0,43857.0,43927.9,51.007
2024-01-07 17:00:00+00:00,43927.9,44098.4,43724.3,44066.4,54.744
2024-01-07 18:00:00+00:00,44070.3,44177.5,44034.3,44115.0,12.118
2024-01-07 19:00:00+00:00,44098.4,44263.1,44043.2,44247.6,28.428
2024-01-07 20:00:00+00:00,44248.7,44263.4,44122.5,44122.5,15.401
2024-01-07 21:00:00+00:00,44120.0,44249.2,44111.3,44231.2,15.596
2024-01-07 22:00:00+00:00,44231.1,44231.1,43772.6,43865.8,73.405
2024-01-07 23:00:00+00:00,43865.8,44019.7,43614.9,43927.9,96.322
2024-01-08 00:00:00+00:00,43931.4,43981.2,43627.8,43639.3,91.084
2024-01-08 01:00:00+00:00,43639.4,43807.5,43611.6,43710.7,47.018
2024-01-08 02:00:00+00:00,43710.6,43801.5,43178.6,43368.8,103.007
2024-01-08 03:00:00+00:00,43371.2,43562.1,43224.0,43519.1,51.974
2024-01-08 04:00:00+00:00,43512.2,43608.9,43432.9,43608.9,51.215
2024-01-08 05:00:00+00:00,43597.2,43642.2,43480.4,43632.6,32.036
2024-01-08 06:00:00+00:00,43638.0,44309.5,43591.4,43914.1,131.383
2024-01-08 07:00:00+00:00,43910.2,44070.3,43786.0,43956.3,59.557
2024-01-08 08:00:00+00:00,43967.2,44089.3,43848.1,43872.4,35.901
